,tweet_id,timestamp,source,text,rating,name,retweet_count,favorite_count,dog_stage,breed_of_dog
0,892420643555336193,2017-08-01 16:23:56 ,Twitter for iPhone,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,13,Phineas,8853,39467,,
1,892177421306343426,2017-08-01 00:17:27 ,Twitter for iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",13,Tilly,6514,33819,,Chihuahua
2,891815181378084864,2017-07-31 00:18:03 ,Twitter for iPhone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,12,Archie,4328,25461,,Chihuahua
3,891689557279858688,2017-07-30 15:58:51 ,Twitter for iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,Darla,8964,42908,,Labrador Retriever
4,891327558926688256,2017-07-29 16:00:24 ,Twitter for iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,Franklin,9774,41048,,Basset
5,891087950875897856,2017-07-29 00:08:17 ,Twitter for iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,,3261,20562,,Chesapeake Bay Retriever
6,890971913173991426,2017-07-28 16:27:12 ,Twitter for iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,Jax,2158,12041,,Appenzeller
7,890729181411237888,2017-07-28 00:22:40 ,Twitter for iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,,16716,56848,,Pomeranian
8,890609185150312448,2017-07-27 16:25:51 ,Twitter for iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,Zoey,4429,28226,,Irish Terrier
9,890240255349198849,2017-07-26 15:59:51 ,Twitter for iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,Cassie,7711,32467,doggo,Pembroke
10,890006608113172480,2017-07-26 00:31:25 ,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,Koda,7624,31166,,Samoyed
11,889880896479866881,2017-07-25 16:11:53 ,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,Bruno,5156,28268,,French Bulldog
12,889665388333682689,2017-07-25 01:55:32 ,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,,8538,38818,puppo,Pembroke
13,889638837579907072,2017-07-25 00:10:02 ,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,Ted,4735,27672,,French Bulldog
14,889531135344209921,2017-07-24 17:02:04 ,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,Stuart,2321,15359,puppo,Golden Retriever
15,889278841981685760,2017-07-24 00:19:32 ,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,Oliver,5637,25652,,Whippet
16,888917238123831296,2017-07-23 00:22:39 ,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,Jim,4709,29611,,Golden Retriever
17,888804989199671297,2017-07-22 16:56:37 ,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,Zeke,4559,26080,,Golden Retriever
18,888554962724278272,2017-07-22 00:23:06 ,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,Ralphus,3732,20290,,Siberian Husky
19,888078434458587136,2017-07-20 16:49:33 ,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,Gerald,3653,22201,,French Bulldog
20,887705289381826560,2017-07-19 16:06:48 ,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,Jeffrey,5609,30779,,Basset
21,887517139158093824,2017-07-19 03:39:09 ,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,,12082,46959,,
22,887473957103951883,2017-07-19 00:47:34 ,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,Canela,18781,69871,,Pembroke
23,887343217045368832,2017-07-18 16:08:03 ,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,,10737,34222,,Mexican Hairless
24,887101392804085760,2017-07-18 00:07:08 ,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,,6167,31061,,Samoyed
25,886983233522544640,2017-07-17 16:17:36 ,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,Maya,8084,35859,,Chihuahua
26,886736880519319552,2017-07-16 23:58:41 ,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,Mingus,3443,12306,,Kuvasz
27,886680336477933568,2017-07-16 20:14:00 ,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,Derek,4610,22798,,
28,886366144734445568,2017-07-15 23:25:31 ,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,Roscoe,3316,21524,pupper,French Bulldog
29,886258384151887873,2017-07-15 16:17:19 ,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,Waffles,6523,28469,,Pug
30,885984800019947520,2017-07-14 22:10:11 ,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,Jimbo,7097,33382,,Blenheim Spaniel
31,885528943205470208,2017-07-13 15:58:47 ,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,Maisey,6683,36689,,Pug
33,885167619883638784,2017-07-12 16:03:00 ,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,,4556,22367,,Malamute
34,884925521741709313,2017-07-12 00:01:00 ,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,Earl,16439,68152,,Italian Greyhound
35,884876753390489601,2017-07-11 20:47:12 ,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,Lola,6096,28514,,Chow
36,884562892145688576,2017-07-11 00:00:02 ,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,Kevin,5100,24765,,Pug
37,884441805382717440,2017-07-10 15:58:53 ,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,,5856,27478,,Pembroke
38,884162670584377345,2017-07-09 21:29:42 ,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,Yogi,3128,20771,doggo,German Shepherd
39,883838122936631299,2017-07-09 00:00:04 ,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,Noah,3586,22349,,Doberman
40,883482846933004288,2017-07-08 00:28:19 ,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,Bella,10407,46860,,Golden Retriever
41,883360690899218434,2017-07-07 16:22:55 ,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,Grizzwald,3825,22986,floofer,Chow
42,883117836046086144,2017-07-07 00:17:54 ,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,,6949,37914,,Golden Retriever
43,882992080364220416,2017-07-06 15:58:11 ,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,Rusty,4122,24445,,Eskimo Dog
44,882762694511734784,2017-07-06 00:46:41 ,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,Gus,5134,28903,pupper,Labrador Retriever
45,882627270321602560,2017-07-05 15:48:34 ,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,Stanley,6342,28382,,Pembroke
46,882268110199369728,2017-07-04 16:01:23 ,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,Alfy,12118,45880,,Golden Retriever
47,882045870035918850,2017-07-04 01:18:17 ,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,Koko,5203,29900,,Golden Retriever
48,881906580714921986,2017-07-03 16:04:48 ,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,Rey,3533,24773,,Weimaraner
49,881666595344535552,2017-07-03 00:11:11 ,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,Gary,11099,51522,pupper,Saluki
50,881536004380872706,2017-07-02 15:32:16 ,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,,16570,50199,pupper,Samoyed
51,881268444196462592,2017-07-01 21:49:04 ,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,Elliot,5358,23501,,
52,880935762899988482,2017-06-30 23:47:07 ,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,Louis,2886,17346,,
53,880872448815771648,2017-06-30 19:35:32 ,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,,3989,21734,,Pembroke
54,880465832366813184,2017-06-29 16:39:47 ,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,Bella,6546,29075,,Golden Retriever
55,880221127280381952,2017-06-29 00:27:25 ,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,Jesse,4436,27640,,Chihuahua
56,880095782870896641,2017-06-28 16:09:20 ,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,,4533,28150,,Miniature Pinscher
57,879862464715927552,2017-06-28 00:42:13 ,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,Romeo,3642,22667,,Basset
58,879492040517615616,2017-06-27 00:10:17 ,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,Bailey,3323,23822,,German Short-Haired Pointer
59,879415818425184262,2017-06-26 19:07:24 ,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,Duddles,45849,107956,,English Springer
60,879376492567855104,2017-06-26 16:31:08 ,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,Jack,3261,17099,,Labrador Retriever
61,879050749262655488,2017-06-25 18:56:45 ,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,Steven,4941,23022,,
62,879008229531029506,2017-06-25 16:07:47 ,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,Beau,2812,19317,,Vizsla
63,878776093423087618,2017-06-25 00:45:22 ,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,Snoopy,4319,19763,,Italian Greyhound
